null,1,1,1,1,1,0,0,1,1,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,1,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,0,1,0,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,1,1,0,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,0,1,0,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,0,1,0,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,0,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,0,0,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,0,0,0,0,0,0,0,0,0,0,1
null,1,0,1,1,1,1,1,0,0,1,0,1
null,1,1,1,1,1,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,0,1,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,0,0,1,0,1
null,1,1,1,0,0,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,0,1,0,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,0
null,1,1,1,1,1,1,1,1,0,1,1,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,0,0,0,0,0
null,1,0,0,0,1,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,0,0,1,0,1
null,1,1,1,1,0,1,1,0,1,1,0,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,0,0,1,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,0,0,1,0,1
null,0,0,0,0,0,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,0,0,0,0,0,0,0,0,0,0,0,0
null,1,1,1,1,1,0,0,0,0,0,0,0
null,1,1,1,1,1,1,1,1,1,1,1,1
null,1,1,1,1,1,1,1,1,1,1,1,1
0,1,2,4,9,10,12,14,16,19,20,21,22,25,26
